page_url,attachment_url,status,terminal_state,local_path,error
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-112019-chuc-le-tn-va-trao-bang-thac-sy-ky-su-cu-nhan-dot-1-nam-2019,https://ctsv.uit.edu.vn/sites/default/files/201910/11_kh_dhcntt24_5_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-11952025-ke-hoach-chuc-ngay-hoi-sinh-vien-va-doanh-nghiep-uit-career-day-2025,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202510/1195_dhcntt_ctsv16_10_2025_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-122017-don-tan-sinh-vien-khoa-2017,https://ctsv.uit.edu.vn/sites/default/files/201711/12-kh-dhcntt25-7-2017scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-122018-tuan-sinh-hoat-cong-dan-sinh-vien-dau-khoa-nam-2018,https://ctsv.uit.edu.vn/sites/default/files/201905/12_kh_dhcntt10_8_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-122019-dao-tao-ky-nang-mem-cho-sinh-vien-nam-2019,https://ctsv.uit.edu.vn/sites/default/files/201910/12_kh_dhcntt10_6_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-122021-khong-gian-chia-se-va-chuoi-chuong-trinh-wetalk-buoi-tro-chuyen-truyen,https://ctsv.uit.edu.vn/sites/default/files/202107/12_kh_dhcntt_14_6_2021_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-122023-chuc-hoi-nghi-sinh-vien-nam-hoc-2022-2023,https://ctsv.uit.edu.vn/sites/default/files/202304/12_kh_dhcntt17_04_2023_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-132019-don-tan-sinh-vien-khoa-2019,https://ctsv.uit.edu.vn/sites/default/files/201910/13_kh_dhcntt16_7_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-132017-tuan-sinh-hoat-cong-dan-sinh-vien-dau-khoa,https://ctsv.uit.edu.vn/sites/default/files/201711/13-kh-dhcntt26-7-2017-scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-132020-chuc-cac-hoat-dong-duc-thao-cho-sinh-vien-nam-2020,https://ctsv.uit.edu.vn/sites/default/files/202007/13_kh_dhcntt01_06_2020_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-132022-chuc-cac-hoat-dong-duc-thao-sinh-vien-nam-2022,https://ctsv.uit.edu.vn/sites/default/files/202209/13_kh_dhcntt30_3_2022_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-132023-le-tot-nghiep-va-trao-bang-tien-si-thac-si-ky-su-cu-nhan-dot-1-nam-2023,https://ctsv.uit.edu.vn/sites/default/files/202304/13_kh_dhcntt19_04_2023_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-142017-tuan-sinh-hoat-cong-dan-sinh-vien-dau-nam-nam-hoc-2017-2018,https://ctsv.uit.edu.vn/sites/default/files/201711/14_kh_dhcntt22_8_2017_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-142018-chuc-le-khai-giang-nam-hoc-2018-2019,https://ctsv.uit.edu.vn/sites/default/files/201905/14_kh_dhcntt_16_8_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-142019-tuan-sinh-hoat-cong-dan-sinh-vien-dau-khoa-nam-hoc-2019-2020,https://ctsv.uit.edu.vn/sites/default/files/201910/14_kh_dhcntt29_7_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-142020-dao-tao-ky-nang-mem-cho-sinh-vien-nam-2020,https://ctsv.uit.edu.vn/sites/default/files/202007/14_kh_dhcntt08_06_2020_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-142022-chuc-hoi-nghi-sinh-vien-nam-hoc-2021-2022,https://ctsv.uit.edu.vn/sites/default/files/202209/14_kh_dhcntt31_3_2022_scan.pdf,manifested,True,,
